FirstName,LastName,AddressLine1,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,Age,AveMonthSpend,BikeBuyer,AgeGroup,log_AveMonthSpend,log_Age,log_YearlyIncome
Javier,Rubio,791 Monte Cresta,Cliffside,British Columbia,Canada,V8Y 1L1,756-555-0133,4/3/1937,Graduate Degree,Management,M,M,1,2,0,3,110346,60,73,0,Over 55,4.290459441,4.094344562,11.61137616
Natasha,Vazquez,9736 Colorado Dr.,Burien,Washington,United States,98168,177-555-0115,3/28/1937,Graduate Degree,Management,F,M,0,2,0,3,93949,60,49,0,Over 55,3.891820298,4.094344562,11.45050736
Wyatt,Edwards,4609 Rosebrook Ct.,Marysville,Washington,United States,98270,885-555-0175,10/11/1938,Graduate Degree,Management,M,M,1,2,0,3,118179,59,80,0,Over 55,4.382026635,4.077537444,11.6799557
Nicole,Patterson,9431 Sun View Terrace,Port Hammond,British Columbia,Canada,V6B 3P7,117-555-0178,5/2/1938,Graduate Degree,Management,F,M,1,2,0,3,91350,59,45,0,Over 55,3.80666249,4.077537444,11.42245356
Ricardo,Black,9334 Carpetta Circle,Beverly Hills,California,United States,90210,501-555-0167,8/21/1938,Graduate Degree,Management,M,M,0,2,0,5,116149,59,75,0,Over 55,4.317488114,4.077537444,11.66262913
Kyle,Hill,7068 Rock Island Drive,Bellflower,California,United States,90706,180-555-0128,5/18/1939,Graduate Degree,Management,M,S,1,2,0,3,112329,58,70,0,Over 55,4.248495242,4.060443011,11.62918734
Caitlin,Watson,8582 Los Gatos Court,Kirkland,Washington,United States,98033,434-555-0167,10/21/1939,Graduate Degree,Management,F,M,1,2,0,3,87287,58,51,0,Over 55,3.931825633,4.060443011,11.37695682
Natalie,Weisman,3924 Cactus Court,San Diego,California,United States,92102,913-555-0184,6/11/1939,Graduate Degree,Management,F,M,1,2,0,3,93614,58,49,0,Over 55,3.891820298,4.060443011,11.44693522
Mackenzie,Reed,7111 Atchinson Stage Ct,La Jolla,California,United States,92806,488-555-0194,10/14/1939,Graduate Degree,Management,F,M,1,2,0,5,97698,58,46,0,Over 55,3.828641396,4.060443011,11.48963637
Rachel,Kelly,9149 San Simeon Drive,San Francisco,California,United States,94109,696-555-0119,2/28/1940,Graduate Degree,Management,F,M,1,2,0,5,92616,57,46,0,Over 55,3.828641396,4.043051268,11.43621719
Erin,Ramirez,3518 Benita Way,Burien,Washington,United States,98168,265-555-0132,8/19/1940,Graduate Degree,Management,F,S,1,2,0,5,118644,57,54,0,Over 55,3.988984047,4.043051268,11.68388269
Henry,Martinez,8993 Escobar,Bellingham,Washington,United States,98225,248-555-0138,7/25/1940,Graduate Degree,Management,M,M,0,2,0,5,122337,57,72,0,Over 55,4.276666119,4.043051268,11.71453481
Connie,Liang,7914 H St.,Bremerton,Washington,United States,98312,269-555-0133,11/21/1940,Graduate Degree,Management,F,S,1,2,0,5,102043,57,48,0,Over 55,3.871201011,4.043051268,11.53314957
María,Rivera,7914 H St.,Everett,Washington,United States,98201,948-555-0124,11/21/1940,Graduate Degree,Management,F,S,1,2,0,4,116204,57,49,1,Over 55,3.891820298,4.043051268,11.66310255
Alexia,Russell,9810 Dumbarton Drive,Bellingham,Washington,United States,98225,191-555-0146,6/11/1941,Bachelors ,Management,F,M,1,2,0,4,51996,56,44,0,Over 55,3.784189634,4.025351691,10.85892207
Tamara,Cai,7600 Tupelp Drive,Colma,California,United States,94014,735-555-0147,8/3/1941,Graduate Degree,Management,F,M,1,2,0,3,96318,56,45,0,Over 55,3.80666249,4.025351691,11.4754105
Kayla,Simmons,9606 Premier Pl.,National City,California,United States,91950,881-555-0160,9/18/1941,Graduate Degree,Management,F,M,1,2,0,3,71361,56,48,0,Over 55,3.871201011,4.025351691,11.17550678
Stephanie,Sanders,8423 Roundtree Court,Haney,British Columbia,Canada,V2W 1W2,356-555-0193,8/21/1941,Graduate Degree,Management,F,M,1,2,0,5,97492,56,50,0,Over 55,3.912023005,4.025351691,11.4875256
Louis,Rai,2505 N Francisco Way,Concord,California,United States,94519,823-555-0168,12/19/1942,Bachelors ,Management,M,M,1,2,0,4,78018,55,74,0,45-55,4.304065093,4.007333185,11.26469485
Cory,Prasad,4228 Pacheco St.,Newcastle,New South Wales,Australia,2300,1 (11) 500 555-0196,6/21/1946,High School,Skilled Manual,M,M,0,2,0,4,28851,51,61,0,45-55,4.110873864,3.931825633,10.26989993
Natalie,Jackson,2429 Brown Street,San Diego,California,United States,92102,393-555-0186,9/16/1978,Partial College,Skilled Manual,F,S,0,2,0,0,79815,19,50,0,Under 25,3.912023005,2.944438979,11.28746674
Miguel,Flores,3505 Bisca Y Court,Langley,British Columbia,Canada,V3A 4R2,983-555-0156,6/5/1977,Partial High School,Clerical,M,S,0,2,0,0,52976,20,64,0,Under 25,4.158883083,2.995732274,10.87759426
Kaylee,Hall,8062 Oakgrove,Metchosin,British Columbia,Canada,V9,738-555-0155,7/6/1977,Partial High School,Clerical,F,S,0,2,0,0,42248,20,38,0,Under 25,3.63758616,2.995732274,10.65131229
Ebony,Madan,7773 Hillcrest,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0189,9/26/1948,High School,Skilled Manual,F,M,1,2,0,4,24461,49,41,0,45-55,3.713572067,3.891820298,10.10483529
Lisa,Gao,3326 Icicle Ct.,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0166,5/21/1948,High School,Skilled Manual,F,M,0,2,0,4,24901,49,45,0,45-55,3.80666249,3.891820298,10.12266324
Lauren,Foster,2598 La Vista Circle,Spokane,Washington,United States,99202,543-555-0120,6/24/1977,Partial College,Skilled Manual,F,M,1,2,0,0,56543,20,43,0,Under 25,3.761200116,2.995732274,10.94275669
Nicolas,Yuan,3168 Limewood Pl.,Chula Vista,California,United States,91910,891-555-0117,8/3/1977,Partial College,Skilled Manual,M,S,1,2,0,0,91062,20,68,0,Under 25,4.219507705,2.995732274,11.41929587
Allison,Allen,8707 Goen Road,Sooke,British Columbia,Canada,V0,785-555-0139,5/9/1976,Partial College,Skilled Manual,F,M,0,2,0,0,88039,21,49,0,Under 25,3.891820298,3.044522438,11.38553518
Alex,Wright,2923 Stanford Street,Woodland Hills,California,United States,91364,150-555-0169,12/25/1976,Partial College,Skilled Manual,M,S,0,2,0,0,73259,21,66,1,Under 25,4.189654742,3.044522438,11.20175639
Sydney,Barnes,8629 English Court,Redwood City,California,United States,94063,616-555-0166,4/6/1976,Partial College,Skilled Manual,F,M,1,2,0,0,61162,21,50,0,Under 25,3.912023005,3.044522438,11.02128136
Sydney,Russell,3076 Mount Dr,Grossmont,California,United States,91941,841-555-0132,5/2/1976,Partial College,Skilled Manual,F,S,0,2,0,0,63998,21,46,0,Under 25,3.828641396,3.044522438,11.06660711
Alan,Lu,9246 Martin St,Perth,South Australia,Australia,6006,1 (11) 500 555-0140,6/11/1950,Partial High School,Clerical,M,M,1,2,1,2,22496,47,74,0,45-55,4.304065093,3.850147602,10.02109279
Warren,Ma,3910 Fawn Glen Circle,Melbourne,Victoria,Australia,3000,1 (11) 500 555-0165,6/24/1950,Partial High School,Clerical,M,S,1,2,1,2,24489,47,71,0,45-55,4.262679877,3.850147602,10.10597932
Roger,Lu,1294 Golden Rain Road,Findon,South Australia,Australia,5023,1 (11) 500 555-0114,10/9/1950,Partial College,Clerical,M,M,0,2,0,3,42704,47,69,0,45-55,4.234106505,3.850147602,10.66204787
Wayne,Pal,5652 Driving Dr.,Seaford,Victoria,Australia,3198,1 (11) 500 555-0194,4/18/1951,Partial High School,Clerical,M,M,0,2,1,2,27492,46,80,0,45-55,4.382026635,3.828641396,10.22165033
Ruben,Patel,5045 Vancouver Way,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0125,9/16/1951,High School,Skilled Manual,M,M,0,2,0,3,41055,46,66,0,45-55,4.189654742,3.828641396,10.62266791
Ross,Serrano,8299 Fernwood Drive,Berkeley,California,United States,94704,118-555-0171,2/14/1980,Partial High School,Clerical,M,S,0,2,0,0,45982,17,64,1,Under 25,4.158883083,2.833213344,10.73600529
Christopher,Jackson,5378 Kentucky Drive,Colma,California,United States,94014,178-555-0116,10/16/1980,Partial High School,Clerical,M,S,0,2,0,0,44201,17,62,0,Under 25,4.127134385,2.833213344,10.69650269
Andrea,Peterson,2551 Damascus Loop,Long Beach,California,United States,90802,603-555-0114,7/27/1980,Partial College,Skilled Manual,F,M,1,2,0,0,35521,17,40,0,Under 25,3.688879454,2.833213344,10.47787935
Rosa,Liang,9174 Jill Ave,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0124,2/23/1952,High School,Skilled Manual,F,M,1,2,0,3,36280,45,43,0,25-45,3.761200116,3.80666249,10.4990219
Tasha,Jai,4573 Beauty Street,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0142,7/11/1952,High School,Skilled Manual,F,M,0,2,0,3,32339,45,47,0,25-45,3.850147602,3.80666249,10.38402921
Hector,Vazquez,4376 Golf Club Road,South Melbourne,Victoria,Australia,3205,1 (11) 500 555-0170,5/10/1954,Partial College,Skilled Manual,M,S,0,2,0,2,106056,43,78,1,25-45,4.356708827,3.761200116,11.57172254
Brianna,Davis,3186 Concord Ct.,Olympia,Washington,United States,98501,255-555-0183,11/7/1975,High School,Skilled Manual,F,M,1,2,0,0,40194,22,45,0,Under 25,3.80666249,3.091042453,10.60147301
Judith,Murphy,9266 Trees Drive,Daly City,California,United States,94015,692-555-0193,5/22/1975,High School,Skilled Manual,F,M,1,2,0,0,32569,22,48,0,Under 25,3.871201011,3.091042453,10.39111619
Jonathan,Thomas,5549 Bluejay Dr.,Los Angeles,California,United States,90012,154-555-0158,5/19/1975,Partial College,Skilled Manual,M,M,0,2,0,0,81775,22,77,0,Under 25,4.343805422,3.091042453,11.31172685
Isabella,Jones,623 Chestnut Ave,National City,California,United States,91950,387-555-0117,8/16/1975,Partial College,Skilled Manual,F,M,1,2,0,0,65633,22,48,1,Under 25,3.871201011,3.091042453,11.0918339
Emily,Foster,3230 Hamilton Ave,Lake Oswego,Oregon,United States,97034,156-555-0175,1/10/1973,Partial College,Skilled Manual,F,S,1,2,0,0,57785,24,46,0,Under 25,3.828641396,3.17805383,10.96448451
Brianna,White,1985 Hickory Drive,Los Angeles,California,United States,90012,231-555-0138,12/11/1973,Partial College,Professional,F,S,0,2,0,0,77182,24,49,0,Under 25,3.891820298,3.17805383,11.25392155
Alexis,Washington,2267 Rampo Ct.,Langley,British Columbia,Canada,V3A 4R2,472-555-0117,4/2/1976,Partial College,Professional,F,M,0,2,0,0,87779,21,58,0,Under 25,4.060443011,3.044522438,11.38257757
Derek,Shan,7168 Belmont,South Melbourne,Victoria,Australia,3205,1 (11) 500 555-0148,4/18/1955,High School,Skilled Manual,M,S,0,2,0,2,125227,42,79,1,25-45,4.369447852,3.737669618,11.73788337
Olivia,Ramirez,9986 El Pintado,Goulburn,New South Wales,Australia,2580,1 (11) 500 555-0141,7/13/1955,High School,Skilled Manual,F,M,1,2,0,2,82620,42,51,0,25-45,3.931825633,3.737669618,11.32200706
Robin,Carlson,4579 Glenside Drive,Geelong,Victoria,Australia,3220,1 (11) 500 555-0170,7/28/1956,High School,Skilled Manual,F,M,1,2,0,2,96745,41,55,0,25-45,4.007333185,3.713572067,11.47983393
Alex,Hill,8390 E. 32nd Street,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0124,6/28/1956,High School,Skilled Manual,M,S,1,2,0,2,108498,41,78,0,25-45,4.356708827,3.713572067,11.59448702
Kristen,Hu,6049 Dalis Dr.,Brisbane,Queensland,Australia,4000,1 (11) 500 555-0112,6/18/1956,High School,Skilled Manual,F,S,0,2,0,2,98778,41,52,1,25-45,3.951243719,3.713572067,11.50063019
Gloria,Munoz,658 Liscome Way,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0168,4/10/1956,High School,Skilled Manual,F,M,1,2,0,2,79375,41,56,0,25-45,4.025351691,3.713572067,11.28193874
Amy,Wu,6946 Ridge Circle,North Ryde,New South Wales,Australia,2113,1 (11) 500 555-0127,10/26/1956,High School,Skilled Manual,F,S,0,2,0,2,114221,41,50,1,25-45,3.912023005,3.713572067,11.64589045
Warren,Zhou,1893 Northridge Drive,Brisbane,Queensland,Australia,4000,1 (11) 500 555-0197,4/8/1956,High School,Skilled Manual,M,S,1,2,0,2,109170,41,77,0,25-45,4.343805422,3.713572067,11.60066158
Cristina,Nara,7128 Paris Lane,North Ryde,New South Wales,Australia,2113,1 (11) 500 555-0196,8/26/1957,High School,Professional,F,S,0,2,0,2,85381,40,48,1,25-45,3.871201011,3.688879454,11.35487887
Tina,Smith,7546 Woodside Court,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0187,5/22/1957,High School,Professional,F,S,1,2,0,2,74145,40,45,0,25-45,3.80666249,3.688879454,11.21377791
Danny,Ortega,7428 Donegal Court,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0126,11/12/1957,High School,Professional,M,S,1,2,0,2,83167,40,69,0,25-45,4.234106505,3.688879454,11.32860591
Casey,Navarro,1426 Waterfall Way,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0124,1/13/1958,Bachelors ,Management,M,M,1,3,1,1,141809,39,102,0,25-45,4.624972813,3.663561646,11.86223636
Marshall,Xie,7665 Terrace Road,Goulburn,New South Wales,Australia,2580,1 (11) 500 555-0179,11/13/1958,Bachelors ,Management,M,S,1,4,1,5,166124,39,100,1,25-45,4.605170186,3.663561646,12.02048978
Clarence,Liu,1726 Chestnut,Melton,Victoria,Australia,3337,1 (11) 500 555-0118,11/24/1958,Graduate Degree,Management,M,S,1,3,0,0,172510,39,82,0,25-45,4.406719247,3.663561646,12.05821048
Bianca,Ma,3165 Willowwood Ct.,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0118,5/10/1959,Bachelors ,Management,F,M,1,4,1,4,135269,38,74,1,25-45,4.304065093,3.63758616,11.81502067
Austin,Taylor,637 Lindsey Court,Woodland Hills,California,United States,91364,621-555-0135,6/17/1973,Bachelors ,Management,M,S,1,1,0,0,117986,24,77,0,Under 25,4.343805422,3.17805383,11.67832125
Lauren,White,6904 Sunset Way,Mill Valley,California,United States,94941,981-555-0176,3/13/1973,Bachelors ,Management,F,S,0,1,0,0,94958,24,53,1,Under 25,3.970291914,3.17805383,11.46118997
John,Lee,2767 Seaview Dr.,N. Vancouver,British Columbia,Canada,V7L 4J4,913-555-0143,10/8/1974,High School,Professional,M,S,1,2,0,0,46067,23,66,0,Under 25,4.189654742,3.135494216,10.73785214
Sara,James,546 Leonard Ct,Newton,British Columbia,Canada,V2M1N7,142-555-0175,7/13/1974,High School,Professional,F,S,0,2,0,0,53190,23,48,0,Under 25,3.871201011,3.135494216,10.88162569
Jermaine,Mehta,4442 Carlos Dr.,Bremerton,Washington,United States,98312,197-555-0160,10/8/1974,Partial High School,Skilled Manual,M,S,0,2,0,0,43282,23,59,1,Under 25,4.077537444,3.135494216,10.67549212
Cameron,Foster,4128 Stanford Way,Corvallis,Oregon,United States,97330,120-555-0136,8/17/1974,Partial College,Professional,M,S,0,2,0,0,94375,23,70,0,Under 25,4.248495242,3.135494216,11.45503149
Mariah,Butler,9601 Rainier Dr,Burbank,California,United States,91502,364-555-0160,8/6/1974,Partial College,Professional,F,S,0,2,0,0,86963,23,46,1,Under 25,3.828641396,3.135494216,11.37323802
Nancy,Perez,9791 Harvard Court,Burlingame,California,United States,94010,737-555-0153,2/22/1974,Partial College,Professional,F,S,1,2,0,0,73728,23,46,0,Under 25,3.828641396,3.135494216,11.20813792
Shannon,Zhao,1415 Edwards Ave,Silverwater,New South Wales,Australia,2264,1 (11) 500 555-0193,4/24/1959,Bachelors ,Management,F,M,1,1,2,2,134608,38,79,0,25-45,4.369447852,3.63758616,11.81012213
Brooke,Kelly,890 Breck Court,Grossmont,California,United States,91941,466-555-0171,1/26/1966,Graduate Degree,Management,F,M,1,3,1,1,157321,31,69,1,25-45,4.234106505,3.433987204,11.96604358
Eric,Sharma,2119 Little Dr,Lemon Grove,California,United States,91945,695-555-0124,10/24/1966,Graduate Degree,Management,M,M,1,3,1,1,175844,31,108,1,25-45,4.682131227,3.433987204,12.07735252
Oscar,Long,950 Norman Ave.,Santa Monica,California,United States,90401,602-555-0169,10/15/1957,High School,Professional,M,S,1,2,0,2,82651,40,72,0,25-45,4.276666119,3.688879454,11.3223822
Evan,Allen,1940 Detroit Ave.,W. Linn,Oregon,United States,97068,757-555-0188,10/22/1957,High School,Professional,M,M,0,2,0,2,107055,40,82,0,25-45,4.406719247,3.688879454,11.581098
Sydney,Morgan,3538 Esperanza Drive,Coronado,California,United States,92118,187-555-0175,8/17/1957,Partial College,Professional,F,S,1,0,1,2,83602,40,53,1,25-45,3.970291914,3.688879454,11.33382272
Rebecca,Perez,7529 Potomac Drive,Issaquah,Washington,United States,98027,333-555-0157,1/16/1957,Bachelors ,Management,F,M,1,0,1,2,110443,40,67,0,25-45,4.204692619,3.688879454,11.61225483
Blake,Washington,4324 Freedom Ct.,Burlingame,California,United States,94010,763-555-0126,2/12/1957,Bachelors ,Management,M,M,1,1,1,2,137957,40,101,0,25-45,4.615120517,3.688879454,11.83469732
Christian,Thompson,5637 Boyd Road,Sedro Woolley,Washington,United States,98284,237-555-0184,4/8/1957,Bachelors ,Management,M,M,1,1,1,2,130392,40,99,0,25-45,4.59511985,3.688879454,11.77830058
Lucas,Brown,3396 El Dorado Way,Beaverton,Oregon,United States,97005,875-555-0124,11/19/1957,Partial College,Professional,M,M,1,1,0,2,125079,40,87,1,25-45,4.465908119,3.688879454,11.73670082
Morgan,Flores,9809 Cardinet Drive,Langford,British Columbia,Canada,V9,607-555-0156,8/8/1956,High School,Professional,F,S,1,2,0,2,69423,41,44,0,25-45,3.784189634,3.713572067,11.1479735
Brianna,Anderson,917 Mark Twain Dr.,Grossmont,California,United States,91941,394-555-0134,1/18/1956,High School,Professional,F,M,0,2,0,2,76614,41,53,0,25-45,3.970291914,3.713572067,11.24653511
Andrew,Brown,4350 Mota Dr.,National City,California,United States,91950,987-555-0117,5/12/1956,High School,Professional,M,M,0,2,0,2,87194,41,80,0,25-45,4.382026635,3.713572067,11.3758908
Alexandra,Coleman,3469 Fish Ct.,Lincoln Acres,California,United States,91950,621-555-0199,3/3/1956,High School,Professional,F,M,0,2,0,2,75337,41,47,0,25-45,3.850147602,3.713572067,11.22972666
Tabitha,Vazquez,1133 Fillet Ave,Beverly Hills,California,United States,90210,627-555-0117,6/14/1956,Partial College,Professional,F,M,0,2,0,3,75049,41,45,0,25-45,3.80666249,3.713572067,11.22589651
Carlos,Adams,2079 Mountaire Pkwy.,Langford,British Columbia,Canada,V9,167-555-0143,1/27/1965,Partial College,Professional,M,M,1,3,4,4,120618,32,150,1,25-45,5.010635294,3.465735903,11.70038381
Abigail,Foster,4665 Military Way E.,Port Hammond,British Columbia,Canada,V6B 3P7,897-555-0167,10/27/1965,Partial College,Professional,F,M,1,3,4,4,102196,32,93,0,25-45,4.532599493,3.465735903,11.53464782
Gilbert,Ferrier,3624 Garland Drive,Concord,California,United States,94519,345-555-0149,2/13/1965,Bachelors ,Management,M,M,1,4,2,2,168959,32,125,1,25-45,4.828313737,3.465735903,12.03741136
Jonathan,Henderson,165 East Lane Road,Lakewood,California,United States,90712,149-555-0113,2/4/1977,High School,Skilled Manual,M,M,1,2,0,0,43666,20,70,0,Under 25,4.248495242,2.995732274,10.68432505
Justin,Smith,623 Davis Ave.,Metchosin,British Columbia,Canada,V9,617-555-0179,3/11/1964,Bachelors ,Management,M,M,1,0,3,4,120625,33,135,1,25-45,4.905274778,3.496507561,11.70044184
Madison,Wilson,3017 Buskirk Ave.,Royal Oak,British Columbia,Canada,V8X,793-555-0191,1/6/1964,Bachelors ,Management,F,M,1,0,3,4,115121,33,84,1,25-45,4.430816799,3.496507561,11.65373903
Lucas,Mitchell,3450 Villageoaks Dr.,Royal Oak,British Columbia,Canada,V8X,491-555-0164,9/3/1963,Graduate Degree,Professional,M,S,0,0,2,3,109682,34,105,1,25-45,4.65396035,3.526360525,11.60534055
Gabrielle,Long,9818 Frisbie Court,Langford,British Columbia,Canada,V9,328-555-0139,12/24/1962,Bachelors ,Professional,F,S,1,1,0,1,81457,35,48,1,25-45,3.871201011,3.555348061,11.30783055
Charles,Green,6090 San Francisco,San Carlos,California,United States,94070,118-555-0181,8/23/1962,Partial College,Skilled Manual,M,M,1,1,0,1,83410,35,72,1,25-45,4.276666119,3.555348061,11.33152349
Sheila,Hernandez,2100 Grant Street,Chula Vista,California,United States,91910,202-555-0187,11/25/1961,High School,Skilled Manual,F,M,0,3,3,4,49732,36,71,1,25-45,4.262679877,3.583518938,10.81440387
Michelle,Kelly,1104 Colton Ln,Corvallis,Oregon,United States,97330,763-555-0131,2/22/1942,Bachelors ,Management,F,M,1,2,0,4,49357,55,45,0,45-55,3.80666249,4.007333185,10.80683488
Johnny,Sharma,9811 Toledo,Burien,Washington,United States,98168,395-555-0165,8/5/1942,Bachelors ,Management,M,M,1,2,0,4,63928,55,70,0,45-55,4.248495242,4.007333185,11.06551273
Kevin,Jai,5087 Pastime Drive,Langford,British Columbia,Canada,V9,861-555-0126,8/5/1942,Graduate Degree,Management,M,M,0,2,0,3,113508,55,72,0,45-55,4.276666119,4.007333185,11.6396286
Philip,Jimenez,2059 Brookdale Dr,Berkeley,California,United States,94704,842-555-0128,3/11/1942,Bachelors ,Management,M,M,1,2,0,5,99036,55,77,0,45-55,4.343805422,4.007333185,11.5032387
Jared,Ramirez,3978 Spring Hill Dr.,W. Linn,Oregon,United States,97068,979-555-0180,10/18/1942,Bachelors ,Management,M,M,1,2,0,5,111114,55,77,0,45-55,4.343805422,4.007333185,11.61831198
Carly,Yuan,5831 Mountain View Place,Calgary,Alberta,Canada,T2P 2G8,938-555-0142,7/23/1943,Graduate Degree,Management,F,M,0,2,0,3,101925,54,52,0,45-55,3.951243719,3.988984047,11.53199253
Jessica,James,9770 Fraga Court,Imperial Beach,California,United States,91932,983-555-0126,9/11/1943,Graduate Degree,Management,F,M,1,2,0,4,85814,54,47,0,45-55,3.850147602,3.988984047,11.35993744
Alexandria,Jenkins,3274 Reading Dr,El Cajon,California,United States,92020,741-555-0112,10/4/1943,Bachelors ,Management,F,M,0,2,0,5,81879,54,53,0,45-55,3.970291914,3.988984047,11.31299783
Katherine,Phillips,6414 Honey Court,Bremerton,Washington,United States,98312,998-555-0115,5/2/1943,Bachelors ,Management,F,M,1,2,0,5,77873,54,46,0,45-55,3.828641396,3.988984047,11.26283457
Connor,Kumar,1855 Rio Blanco Drive,Grossmont,California,United States,91941,652-555-0150,6/20/1943,Bachelors ,Management,M,S,1,2,0,5,99318,54,71,0,45-55,4.262679877,3.988984047,11.5060821
Emma,Murphy,3754 Alray Drive,Oak Bay,British Columbia,Canada,V8P,831-555-0134,9/3/1943,Bachelors ,Management,F,M,1,2,0,5,93175,54,46,0,45-55,3.828641396,3.988984047,11.44223472
Fernando,Hernandez,1156 Corte Poquito,Yakima,Washington,United States,98901,207-555-0132,2/8/1943,Bachelors ,Management,M,M,1,2,0,5,98712,54,77,0,45-55,4.343805422,3.988984047,11.4999618
Seth,Patterson,2093 Frayne Ct.,Salem,Oregon,United States,97301,652-555-0172,10/22/1943,Bachelors ,Management,M,M,1,2,0,5,98138,54,80,0,45-55,4.382026635,3.988984047,11.49412993
Brendan,Anand,769 Algiers Drive,Cliffside,British Columbia,Canada,V8Y 1L1,744-555-0142,2/26/1943,Bachelors ,Management,M,S,1,2,0,5,102462,54,70,0,45-55,4.248495242,3.988984047,11.53724728
Jorge,Wu,4732 Mt. Hood Circle,Bellflower,California,United States,90706,276-555-0137,4/15/1944,High School,Professional,M,M,0,2,0,4,69186,53,76,0,45-55,4.33073334,3.970291914,11.14455381
Jeremiah,Hill,2354 Frame Ln.,Los Angeles,California,United States,90012,452-555-0170,7/17/1944,High School,Professional,M,M,0,2,0,4,56219,53,66,0,45-55,4.189654742,3.970291914,10.93701006
Eric,Carter,3409 Meadowbrook Court,Lynnwood,Washington,United States,98036,556-555-0163,10/23/1945,Bachelors ,Management,M,S,1,2,0,5,113762,52,76,0,45-55,4.33073334,3.951243719,11.64186383
Katherine,Hall,2386 Juniper Drive,Novato,California,United States,94947,419-555-0137,10/17/1946,Bachelors ,Management,F,S,1,3,0,5,88651,51,51,0,45-55,3.931825633,3.931825633,11.39246259
John,Smith,9869 Fall Creek,Port Hammond,British Columbia,Canada,V6B 3P7,835-555-0141,2/26/1946,Bachelors ,Management,M,M,1,3,0,5,88753,51,76,0,45-55,4.33073334,3.931825633,11.39361251
Tammy,Madan,7421 Palisade Court,Burbank,California,United States,91502,875-555-0133,6/16/1946,Bachelors ,Management,F,M,1,2,0,4,89445,51,51,0,45-55,3.931825633,3.931825633,11.40137919
Jenna,Collins,8600 Camelot Court,Salem,Oregon,United States,97301,229-555-0196,10/23/1946,Bachelors ,Management,F,M,1,2,0,4,91195,51,50,0,45-55,3.912023005,3.931825633,11.42075535
Lisa,Zhao,491 Cali,Burlingame,California,United States,94010,432-555-0153,7/11/1946,Bachelors ,Management,F,M,1,2,0,4,91607,51,50,0,45-55,3.912023005,3.931825633,11.42526297
Sara,Young,5793 St. Helena Drive,Ballard,Washington,United States,98107,729-555-0182,10/13/1947,Partial College,Professional,F,S,1,1,1,2,83028,50,56,0,45-55,4.025351691,3.912023005,11.32693318
Caroline,Perry,8325 Newcastle Rd,Lake Oswego,Oregon,United States,97034,125-555-0159,9/4/1947,Partial College,Professional,F,M,1,1,1,2,79326,50,59,0,45-55,4.077537444,3.912023005,11.28132122
Emily,Harris,4203 Windmill Way,Shawnee,British Columbia,Canada,V8Z 4N5,141-555-0154,8/10/1948,High School,Professional,F,M,0,2,1,2,39971,49,46,0,45-55,3.828641396,3.891820298,10.59590947
Paige,Powell,3399 Climbing Dr,Burien,Washington,United States,98168,868-555-0111,9/13/1948,Partial College,Professional,F,M,1,1,1,2,77357,49,61,0,45-55,4.110873864,3.891820298,11.25618635
Hailey,Butler,3936 Cleveland Rd.,Woodburn,Oregon,United States,97071,783-555-0174,2/5/1948,Partial College,Professional,F,M,1,2,1,2,75031,49,61,0,45-55,4.110873864,3.891820298,11.22565664
Martin,Patel,5728 Benedict Ct.,Chula Vista,California,United States,91910,995-555-0197,6/17/1948,Partial College,Professional,M,M,1,2,1,2,84071,49,90,0,45-55,4.49980967,3.891820298,11.33941696
Juan,Sanchez,1084 Meadow Glen Way,Chula Vista,California,United States,91910,890-555-0159,12/20/1948,Partial College,Professional,M,M,1,2,1,2,93162,49,89,0,45-55,4.48863637,3.891820298,11.44209519
Kyle,Jenkins,4798 Macaroon Drive,Newport Beach,California,United States,92625,458-555-0162,12/24/1948,Bachelors ,Management,M,S,1,0,1,2,106972,49,81,0,45-55,4.394449155,3.891820298,11.5803224
James,Martin,9996 Solano Drive,N. Vancouver,British Columbia,Canada,V7L 4J4,627-555-0119,10/17/1949,Partial High School,Skilled Manual,M,M,1,2,1,2,37730,48,77,0,45-55,4.343805422,3.871201011,10.53821081
Bryce,Rivera,5086 Rampo Ct.,Sedro Woolley,Washington,United States,98284,874-555-0150,3/17/1949,Partial College,Professional,M,S,1,2,1,2,85694,48,85,0,45-55,4.442651256,3.871201011,11.35853809
Faith,Foster,2076 Westover Dr,Cliffside,British Columbia,Canada,V8Y 1L1,201-555-0197,3/26/1950,Partial High School,Skilled Manual,F,M,0,2,1,2,34530,47,56,0,45-55,4.025351691,3.850147602,10.44958379
